local_filename,local_version,local_name,sha256_16char,classification,exact_ledger_match,other_ledger_versions
"20260625000006_portal_signin_codes.sql","20260625000006","portal_signin_codes","5a5860ba6623bad0","B_DUPLICATE_LEDGER_ROWS","20260625000006","20260625011646"
"20260625000007_screened_leads_contact_postal_code.sql","20260625000007","screened_leads_contact_postal_code","11ea890392b925c4","A_EXACT_MATCH","20260625000007",""
"20260625000008_screened_leads_scoring_delta.sql","20260625000008","screened_leads_scoring_delta","16fe5a96c526dd9c","B_DUPLICATE_LEDGER_ROWS","20260625000008","20260625224856"
"20260626000000_screened_conflict_checks.sql","20260626000000","screened_conflict_checks","375b611a3ee6364d","B_DUPLICATE_LEDGER_ROWS","20260626000000","20260628234330"
"20260626000001_fix_cron_health_http_correlation.sql","20260626000001","fix_cron_health_http_correlation","e49a348c532570b6","A_EXACT_MATCH","20260626000001",""
"20260626000002_matter_promotion_events.sql","20260626000002","matter_promotion_events","5ee3fb0b451f32a9","B_DUPLICATE_LEDGER_ROWS","20260626000002","20260626173506"
"20260626000003_screened_leads_axis_reasoning.sql","20260626000003","screened_leads_axis_reasoning","adf7025a16a20964","B_DUPLICATE_LEDGER_ROWS","20260626000003","20260626174343"
"20260626000004_screened_leads_consent.sql","20260626000004","screened_leads_consent","e7e561b30e5124b7","B_DUPLICATE_LEDGER_ROWS","20260626000004","20260626203055"
"20260626203055_20260626_screened_leads_consent.sql","20260626203055","20260626_screened_leads_consent","0d8af4a8c1e69a54","B_DUPLICATE_LEDGER_ROWS","20260626203055","20260626000004"
"20260628_m1_parties_activities.sql","20260628","m1_parties_activities","6047d91a645bc92a","B_DUPLICATE_LEDGER_ROWS","20260628","20260629014003"
"20260701_seo_audit_runs.sql","20260701","seo_audit_runs","688aaf01f8945c2b","B_DUPLICATE_LEDGER_ROWS","20260701","20260703191317"
"20260702000001_screened_leads_deadline_reminder.sql","20260702000001","screened_leads_deadline_reminder","da739245c64d4a75","B_DUPLICATE_LEDGER_ROWS","20260702000001","20260702145505"
"20260702000002_seo_check_runs.sql","20260702000002","seo_check_runs","83bda44283955b9f","B_DUPLICATE_LEDGER_ROWS","20260702000002","20260703185959"
"20260702152906_promote_scoring_port_default_on.sql","20260702152906","promote_scoring_port_default_on","24d6feb7fbfe0ccf","A_EXACT_MATCH","20260702152906",""
"20260702154220_screened_leads_decision_reason_code.sql","20260702154220","screened_leads_decision_reason_code","53c0ddfce098d0fc","A_EXACT_MATCH","20260702154220",""
"20260702155341_web_intake_sessions.sql","20260702155341","web_intake_sessions","92c27c188f1a0f35","A_EXACT_MATCH","20260702155341",""
"20260702190957_j8_client_matters_milestone_fields_schema.sql","20260702190957","j8_client_matters_milestone_fields_schema","4d97dafdbe033b37","A_EXACT_MATCH","20260702190957",""
"20260703_cadence_engine_shadow.sql","20260703","cadence_engine_shadow","59755fe2afa02437","B_DUPLICATE_LEDGER_ROWS","20260703","20260703204338"
"20260705000001_booking_adapter_wp6.sql","20260705000001","booking_adapter_wp6","3f6cde6a75c0bc91","B_DUPLICATE_LEDGER_ROWS","20260705000001","20260705181015"
"20260705000002_cadence_audit_fixes.sql","20260705000002","cadence_audit_fixes","70c259f438970b61","B_DUPLICATE_LEDGER_ROWS","20260705000002","20260705233907"
